,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
537,Dr. Amruta Wakde Desai,BDS,12 Years Experience Overall,Dentist,"Dadar West, Mumbai",100% ,(32 votes),₹200
538,Dr. Pallavi G Pawar,BDS,18 Years Experience Overall,Dentist,"Chanda Nagar, Hyderabad",0,0,₹300
539,Dr. K Mari Senthil Kumar,BDS,13 Years Experience Overall,Dentist,"Selaiyur, Chennai",99% ,(82 votes),₹200
540,Dr. Mayank Jain,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",10 Years Experience Overall  (7 years as specialist),Dentist,"Goregaon West, Mumbai",0,0,₹500
541,Dr. Hormuzd K Vakil,"BDS, MDS - Periodontics",23 Years Experience Overall  (21 years as specialist),Dentist,"MG Road, Hyderabad",99% ,(234 votes),₹500
542,Dr. Ashish Kakkar,BDS,33 Years Experience Overall,Dentist,"Sarita Vihar, Delhi",0,0,₹1000
543,Dr. Ashish Gupta,BDS,17 Years Experience Overall,Dentist,"Aundh, Pune",98% ,(1201 votes),₹400
544,Dr. Deepti Rajput,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",16 Years Experience Overall  (10 years as specialist),Dentist,"Rajouri Garden, Delhi",97% ,(31 votes),₹669
545,Dr. Anil Kochar,BDS,25 Years Experience Overall,Dentist,"Tilak Nagar, Delhi",98% ,(236 votes),₹500
546,Dr. Bhushan Jawale,"MDS - Orthodontics, BDS, PhD - Orthodontics",21 Years Experience Overall  (16 years as specialist),Dentist,"Kothrud, Pune",98% ,(457 votes),₹400
547,Dr. Santhosha S Kharvi,"BDS, Fellowship in Oral implantlogy",22 Years Experience Overall,Dentist,"Hennur, Bangalore",97% ,(94 votes),₹400
548,Dr. Prateek Bhandari,BDS,14 Years Experience Overall,Dentist,"Krishna Nagar, Delhi",100% ,(213 votes),₹350
549,Dr. Tejal Shah,BDS,18 Years Experience Overall,Dentist,"Goregaon West, Mumbai",98% ,(55 votes),₹500
550,Dr. Shagun Agarwal,"MDS - Paedodontics And Preventive Dentistry, BDS",6 Years Experience Overall  (3 years as specialist),Dentist,"Indiranagar, Bangalore",0,0,₹500
551,Dr. Manisha Nagar Baisoya,BDS,11 Years Experience Overall,Dentist,"Safdarjung Enclave, Delhi",0,0,₹500
552,Dr. Menaz Thakkar,BDS,13 Years Experience Overall,Dentist,"Chembur, Mumbai",98% ,(254 votes),₹700
553,Dr. Kush Sahu,"BDS, MDS - Prosthodontist And Crown Bridge",9 Years Experience Overall,Dentist,"Wakad, Pune",100% ,(68 votes),₹300
554,Dr. Kavitha J,BDS,26 Years Experience Overall,Dentist,"Bannerghatta Road, Bangalore",97% ,(63 votes),₹300
555,Dr. Karthika Krishna Kumar,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall  (4 years as specialist),Dentist,"Sahakaranagar, Bangalore",0,0,₹300
556,Dr. C Sumitha,BDS,16 Years Experience Overall,Dentist,"Madipakkam, Chennai",100% ,(154 votes),₹150
557,Dr. Neelam Lodhi,"BDS, MDS - Periodontics",8 Years Experience Overall,Dentist,"Basavanagudi, Bangalore",0,0,₹300
558,Dr. Amit Parashar,"BDS, MDS - Public Health Dentistry",14 Years Experience Overall,Dentist,"Greater Kailash Part 1, Delhi",0,0,₹500
559,Dr. Dhanraj,"BDS, MDS - Paedodontics And Preventive Dentistry",14 Years Experience Overall,Dentist,"Madipakkam, Chennai",99% ,(148 votes),₹400
560,Dr. Pooja Shetty,BDS,8 Years Experience Overall,Dentist,"Charni Road, Mumbai",100% ,(31 votes),₹500
561,Dr. Akhil Patil,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7 Years Experience Overall  (2 years as specialist),Dentist,"Khar West, Mumbai",0,0,₹500
562,Dr. Ketaki Dherange,BDS,7 Years Experience Overall,Dentist,"Bhosari, Pune",0,0,₹300
563,Dr. Kshitija Bharati,BDS,25 Years Experience Overall,Dentist,"Kharadi, Pune",93% ,(15 votes),₹300
564,Dr. Jigna Sanghavi,BDS,13 Years Experience Overall,Dentist,"Mira Road, Mumbai",100% ,(462 votes),₹200
565,Dr. Vishal Punjabi,"BDS, MDS - Oral Pathology and Oral Microbiology",8 Years Experience Overall  (4 years as specialist),Dentist,"Tardeo, Mumbai",0,0,₹1000
566,Dr. A Hari Priya,"BDS, MDS - Prosthodontist And Crown Bridge",15 Years Experience Overall,Dentist,"Vanasthalipuram, Hyderabad",0,0,₹500
567,Dr. Ayesha Tehreem,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall  (3 years as specialist),Dentist,"Khajaguda, Hyderabad",0,0,₹400
568,Dr. Pavan K,BDS,27 Years Experience Overall,Dentist,"Chandra Layout, Bangalore",97% ,(74 votes),₹300
569,Dr. Athira,BDS,10 Years Experience Overall,Dentist,"Perumbakkam, Chennai",0,0,₹100
570,Dr. Sumukh M,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,Dentist,"Basaveshwaranagar, Bangalore",99% ,(236 votes),₹300
571,Dr. Ganesh,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall,Dentist,"Aundh, Pune",97% ,(335 votes),₹200
572,Dr. Shraddha Angal,BDS,26 Years Experience Overall,Dentist,"Senapati Bapat Marg, Pune",99% ,(326 votes),₹300
573,Dr. Sachin Singh,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",11 Years Experience Overall  (10 years as specialist),Dentist,"Kandivali West, Mumbai",97% ,(230 votes),₹300
574,Dr. Subramoniam S,"BDS, MDS - Periodontics",19 Years Experience Overall  (17 years as specialist),Dentist,"Porur, Chennai",100% ,(292 votes),₹300
575,Dr. V Suganya Subramoniam,BDS,15 Years Experience Overall,Dentist,"Porur, Chennai",98% ,(52 votes),₹300
576,Dr. Ankita Chauhan,BDS,11 Years Experience Overall,Dentist,"Ghatkopar West, Mumbai",100% ,(24 votes),₹600
577,Dr. Amritha Menon,"BDS, MDS - Paedodontics And Preventive Dentistry",10 Years Experience Overall  (9 years as specialist),Dentist,"Wakad, Pune",0,0,₹500
578,Dr. Vineet Jain,"BDS, MDS - Prosthodontics",20 Years Experience Overall,Dentist,"Pitampura, Delhi",99% ,(85 votes),₹500
579,Dr. Praveen Reddy S P,MDS - Oral & Maxillofacial Surgery,16 Years Experience Overall,Dentist,"Madhapur, Hyderabad",97% ,(108 votes),₹600
580,Dr. Nikhil Saran,"BDS, MDS - Conservative Dentistry & Endodontics",15 Years Experience Overall,Dentist,"Madhapur, Hyderabad",98% ,(2970 votes),₹500
581,Dr. Suhanya Prasanna Kumar,"BDS, MDS - Oral Medicine and Radiology",18 Years Experience Overall  (12 years as specialist),Dentist,"Electronics City, Bangalore",100% ,(28 votes),₹300
582,Dr. A Hima Sandeep,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall,Dentist,"Mugalivakkam, Chennai",0,0,₹350
583,Dr. Jansi,BDS,7 Years Experience Overall,Dentist,"Electronics City, Bangalore",0,0,₹400
584,Dr. Nithu U Kumar,BDS,8 Years Experience Overall,Dentist,"Navalur, Chennai",92% ,(13 votes),₹200
585,Dr. Rangnath Jhawar,BDS,8 Years Experience Overall,Dentist,"Mira Road, Mumbai",0,0,₹300
586,Dr. K R Bhuvaneswari,BDS,5 Years Experience Overall,Dentist,"Jubilee Hills, Hyderabad",0,0,₹500
587,Dr. Prashant Ojha,"MDS - Periodontology and Oral Implantology, Certificate in Cosmetic Dentistry, BDS",16 Years Experience Overall  (14 years as specialist),Dentist,"Saket, Delhi",92% ,(164 votes),₹300
588,Dr. Naresh Kumar V,"BDS, MDS - Prosthodontist And Crown Bridge",17 Years Experience Overall,Dentist,"Nallakunta, Hyderabad",99% ,(410 votes),₹300
589,Dr. R.Balaji Srikanth,"BDS, MDS - Oral & Maxillofacial Surgery",18 Years Experience Overall,Dentist,"Chromepet, Chennai",93% ,(436 votes),₹600
590,Dr. Preeti Goenka,BDS,8 Years Experience Overall,Dentist,"Gachibowli, Hyderabad",0,0,₹500
591,Dr. Varsha Daryanani,BDS,21 Years Experience Overall,Dentist,"Nariman Point, Mumbai",100% ,(271 votes),₹2000
592,Dr. Nida Shaik,BDS,9 Years Experience Overall  (8 years as specialist),Dentist,"Sahakaranagar, Bangalore",0,0,₹300
593,Dr. Gayatri Soin,"BDS, MDS - Conservative Dentistry ",22 Years Experience Overall,Dentist,"Old Rajendra Nagar, Delhi",98% ,(602 votes),₹700
594,Dr. Pavithra Tadakamalla,BDS,3 Years Experience Overall,Dentist,"KPHB, Hyderabad",0,0,₹300
595,Dr. Ajay Thakur,BDS,14 Years Experience Overall  (13 years as specialist),Dentist,"Chattarpur, Delhi",91% ,(32 votes),₹400
596,Dr. Vishal Dhanjani,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",19 Years Experience Overall  (14 years as specialist),Dentist,"Dadar, Mumbai",100% ,(79 votes),₹500
597,Dr. Karanjit Singh Chaudhary,"BDS, MDS - Prosthodontics",18 Years Experience Overall  (17 years as specialist),Dentist,"Chembur, Mumbai",100% ,(406 votes),₹500
598,Dr. Saina Elahi,"BDS, MDS - Periodontics",10 Years Experience Overall  (9 years as specialist),Dentist,"Shivajinagar, Pune",100% ,(46 votes),₹500
599,Dr. Ritesh Kumar Singh,BDS,14 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",99% ,(190 votes),₹300
600,Dr. Zeenath Parveen S,BDS,21 Years Experience Overall,Dentist,"Velachery, Chennai",95% ,(60 votes),₹500
601,Dr. Swati Saraf,BDS,17 Years Experience Overall,Dentist,"Pashan, Pune",100% ,(44 votes),₹300
602,Dr. Ankur Gupta,"MDS - Orthodontics, BDS",11 Years Experience Overall  (7 years as specialist),Dentist,"Dwarka, Delhi",0,0,₹200
603,Dr. Savitha S Bhat,"BDS, MDS - Prosthodontist And Crown Bridge",23 Years Experience Overall,Dentist,"Bommanahalli, Bangalore",96% ,(69 votes),₹400
604,Dr. Ruthika Patil,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Banjara Hills, Hyderabad",95% ,(20 votes),₹350
605,Dr. S.Ziauddhin,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",10 Years Experience Overall  (4 years as specialist),Dentist,"KPHB, Hyderabad",0,0,₹200
606,Dr. Sandhya Bhargav,"BDS, Diploma in Trichology - Cosmetology",10 Years Experience Overall  (8 years as specialist),Dentist,"Vikhroli West, Mumbai",0,0,₹600
607,Dr. Priya  Sharma,BDS,4 Years Experience Overall,Dentist,"Kamla Nagar, Delhi",0,0,₹300
608,Dr. Shruthi,BDS,5 Years Experience Overall,Dentist,"Andheri East, Mumbai",100% ,(23 votes),₹500
609,Dr. Viraj Chopra,"BDS, MDS - Operative Dentistry",31 Years Experience Overall,Dentist,"New Friends Colony, Delhi",98% ,(66 votes),₹1000
610,Dr. Sowjanya,BDS,7 Years Experience Overall,Dentist,"Kokapet, Hyderabad",0,0,₹400
611,Dr. Syed Ali Hasnain,BDS,5 Years Experience Overall  (4 years as specialist),Dentist,"Kondapur, Hyderabad",100% ,(36 votes),₹300
612,Dr. Sanju Lall,"BDS, MDS - Prosthodontics",28 Years Experience Overall,Dentist,"Sarita Vihar, Delhi",100% ,(46 votes),₹1000
613,Dr. Prachee Hendre,"MDS - Periodontics, BDS",10 Years Experience Overall  (4 years as specialist),Dentist,"Aundh, Pune",100% ,(15 votes),₹300
614,Dr. Nida,"BDS, MDS - Prosthodontist And Crown Bridge",11 Years Experience Overall  (10 years as specialist),Dentist,"Jayanagar 5 Block, Bangalore",100% ,(152 votes),₹300
615,Dr. Shannu kumar,"BDS, MDS - Conservative Dentistry & Endodontics",22 Years Experience Overall  (20 years as specialist),Dentist,"Banjara Hills, Hyderabad",0,0,₹200
616,Dr. Gouri S. Deodhar,BDS,17 Years Experience Overall  (16 years as specialist),Dentist,"Hinjewadi, Pune",97% ,(369 votes),₹300
617,Dr. Aval Luthra,"BDS, MDS - Orthodontics",21 Years Experience Overall  (14 years as specialist),Dentist,"Vasant Kunj, Delhi",97% ,(146 votes),₹700
618,Dr. Rashmi Sandeep,BDS,18 Years Experience Overall,Dentist,"Indiranagar, Bangalore",96% ,(447 votes),₹500
619,Dr. Kaustubh Patil,"MDS - Periodontics, BDS",13 Years Experience Overall  (8 years as specialist),Dentist,"FC Road, Pune",98% ,(200 votes),₹500
620,Dr. Shruti Sahay,"BDS, MDS - Prosthodontics",16 Years Experience Overall  (15 years as specialist),Dentist,"DLF Newtown, Bangalore",95% ,(37 votes),₹350
621,Dr. Anand,"BDS, MDS",15 Years Experience Overall,Dentist,"Velachery, Chennai",0,0,₹100
622,Dr. Anjali Agarwal,BDS,10 Years Experience Overall,Dentist,"Pitampura, Delhi",0,0,₹500
623,Dr. Neha Hardasani Thaver,BDS,9 Years Experience Overall,Dentist,"Lokhandwala, Mumbai",0,0,₹300
624,Dr. Gazal Gupta,"BDS, MDS - Periodontics",13 Years Experience Overall  (8 years as specialist),Dentist,"Kandivali East, Mumbai",100% ,(103 votes),₹500
625,Dr. Silju Mathew,"BDS, MDS - Orthodontics",32 Years Experience Overall  (27 years as specialist),Dentist,"New BEL Road, Bangalore",100% ,(14 votes),₹500
626,Dr. Narasimhan Bharadwaj,"BDS, MDS - Conservative Dentistry ",23 Years Experience Overall,Dentist,"Kilpauk, Chennai",0,0,₹200
627,Dr. Charvee Devjee,"BDS, MDS - Orthodontics",11 Years Experience Overall  (7 years as specialist),Dentist,"Yerwada, Pune",100% ,(65 votes),₹300
628,Dr. Sonali Deshmukh,"MDS - Orthodontics, BDS",28 Years Experience Overall  (24 years as specialist),Dentist,"Prabhat Road, Pune",98% ,(261 votes),₹500
629,Dr. Puneetha Prakash,BDS,16 Years Experience Overall,Dentist,"Vidyaranyapura, Bangalore",100% ,(36 votes),₹200
630,Dr. Nahid Azeeza Khan,BDS,14 Years Experience Overall,Dentist,"Koramangala, Bangalore",99% ,(97 votes),₹500
631,Dr. Irfan Kachwala,"BDS, MDS - Prosthodontics, Fellowship in Oral implantlogy",17 Years Experience Overall,Dentist,"Khar West, Mumbai",100% ,(32 votes),₹500
632,Dr. Nishant Kalsekar,BDS,22 Years Experience Overall,Dentist,"Kanjurmarg, Mumbai",94% ,(90 votes),₹200
633,Dr. M Shylaja,MDS - Prosthodontist And Crown Bridge,10 Years Experience Overall  (8 years as specialist),Dentist,"AS Rao Nagar, Hyderabad",95% ,(226 votes),₹500
634,Dr. Monica P,BDS,7 Years Experience Overall,Dentist,"Kukatpally, Hyderabad",0,0,₹400
635,Dr. Ritu Girdhar,BDS,15 Years Experience Overall,Dentist,"Wadala, Mumbai",100% ,(433 votes),₹500
636,Dr. Srushti Garg,BDS,9 Years Experience Overall,Dentist,"Borivali West, Mumbai",100% ,(33 votes),₹300
637,Dr. Swati Vishwakarma,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall  (7 years as specialist),Dentist,"Kothanur, Bangalore",97% ,(29 votes),₹300
638,Dr. Vishwanath Rangdhol,"MDS - Oral Medicine and Radiology, BDS",25 Years Experience Overall,Dentist,"Nagawara, Bangalore",100% ,(144 votes),₹300
639,Dr. Sumedha Chithaluru,BDS,11 Years Experience Overall,Dentist,"Gachibowli, Hyderabad",92% ,(12 votes),₹450
640,Dr. Sagar Jangam,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall  (11 years as specialist),Dentist,"Sinhagad Road, Pune",0,0,₹400
641,Dr. Krupa,"BDS, MDS - Periodontics",14 Years Experience Overall  (3 years as specialist),Dentist,"Madipakkam, Chennai",100% ,(34 votes),₹200
642,Dr. Abhijit Pawar,"BDS, MDS - Oral & Maxillofacial Surgery",20 Years Experience Overall,Dentist,"Powai, Mumbai",100% ,(130 votes),₹200
643,Dr. Bhumita Shah,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",15 Years Experience Overall  (9 years as specialist),Dentist,"Andheri West, Mumbai",100% ,(33 votes),₹200
644,Dr. Lakshanika,"BDS, MDS - Oral Medicine and Radiology, Fellowship in Medical Cosmetology (FMC)",11 Years Experience Overall  (4 years as specialist),Dentist,"KK Nagar, Chennai",100% ,(12 votes),₹250
645,Dr. Komal Yadav,BDS,7 Years Experience Overall,Dentist,"Dwarka Sector 11, Delhi",0,0,₹400
646,Dr. K.M.Imran Sheriff,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Royapettah, Chennai",100% ,(60 votes),₹200
647,Dr. Prarthana Thakkar,BDS,5 Years Experience Overall,Dentist,"Ghatkopar East, Mumbai",0,0,₹500
648,Dr. Seema Satish,"BDS, PGD - Oral & Maxillofacial Surgery and Oral Implantology",16 Years Experience Overall,Dentist,"Koramangala 1 Block, Bangalore",100% ,(23 votes),₹300
649,Dr. Manchana Ashok Kumar,BDS,16 Years Experience Overall,Dentist,"Kondapur, Hyderabad",98% ,(138 votes),₹300
650,Dr. Mazin Deshmukh,"BDS, MDS - Oral & Maxillofacial Surgery",8 Years Experience Overall,Dentist,"Mira Road, Mumbai",0,0,₹500
651,Dr. Arun Fegde,BDS,49 Years Experience Overall,Dentist,"Dadar West, Mumbai",0,0,₹300
652,Dr. Bhavana Patil,BDS,14 Years Experience Overall,Dentist,"Hebbal Kempapura, Bangalore",97% ,(79 votes),₹500
653,Dr. Prabhavathi H.B,"BDS, MDS - Paedodontics And Preventive Dentistry",20 Years Experience Overall,Dentist,"Bannerghatta Road, Bangalore",92% ,(12 votes),₹800
654,Dr. Srishti Tody,BDS,9 Years Experience Overall,Dentist,"Malad West, Mumbai",0,0,₹1500
655,Dr. Vamsi Krishna Reddy A,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (5 years as specialist),Dentist,"Alwal, Hyderabad",100% ,(39 votes),₹300
656,Dr. NagubandI Kiran Kumar,"BDS, MDS - Periodontics",18 Years Experience Overall,Dentist,"KPHB, Hyderabad",95% ,(19 votes),₹300
657,Dr. Tushita Singh,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (8 years as specialist),Dentist,"Dwarka Sector 11, Delhi",99% ,(139 votes),₹500
658,Dr. Zohra Noorani,"BDS, MDS - Periodontics",9 Years Experience Overall  (5 years as specialist),Dentist,"Abids, Hyderabad",0,0,₹300
659,Dr. Mangesh Kadu Patil,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (8 years as specialist),Dentist,"Wakad, Pune",99% ,(153 votes),₹200
660,Dr. K. Arjun,"BDS, MDS - Oral & Maxillofacial Surgery",25 Years Experience Overall,Dentist,"Tarnaka, Hyderabad",98% ,(347 votes),₹350
661,Dr. Xavier,"BDS, MDS - Orthodontics",16 Years Experience Overall  (11 years as specialist),Dentist,"Thoraipakkam, Chennai",0,0,₹200
662,Dr. Satish Chandra Naik Mudavath,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",17 Years Experience Overall  (16 years as specialist),Dentist,"Madhapur, Hyderabad",100% ,(35 votes),₹400
663,Dr. Bhuwaneshwari,BDS,1 Year Experience Overall,Dentist,"Chromepet, Chennai",0,0,₹300
664,Dr. Lavanya R,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",6 Years Experience Overall  (1 year as specialist),Dentist,"Nanganallur, Chennai",0,0,₹150
665,Dr. Shahul Kamal Asif,"BDS, Fellowship in Oral implantlogy",8 Years Experience Overall  (7 years as specialist),Dentist,"Kalyan Nagar, Bangalore",100% ,(133 votes),₹300
666,Dr. Akshaya Gaurav Khutwad,BDS,8 Years Experience Overall,Dentist,"Narhe, Pune",100% ,(11 votes),₹300
667,Dr. Pranshu Tripathi,"BDS, MDS - Conservative Dentistry ",12 Years Experience Overall  (7 years as specialist),Dentist,"Dwarka Sector 12, Delhi",100% ,(12 votes),₹500
668,Dr. Devang Bhanushali,"MDS - Oral & Maxillofacial Surgery, BDS",15 Years Experience Overall  (14 years as specialist),Dentist,"Mahim, Mumbai",98% ,(93 votes),₹700
669,Dr. Iti Garg,"MDS - Paedodontics And Preventive Dentistry, BDS",15 Years Experience Overall  (14 years as specialist),Dentist,"Wadala, Mumbai",0,0,₹500
670,Dr. Jerome,BDS,5 Years Experience Overall,Dentist,"Velachery, Chennai",0,0,₹500
671,Dr. Rachel Jacob,BDS,16 Years Experience Overall,Dentist,"Tambaram East, Chennai",100% ,(70 votes),₹400
672,Dr. Azhar,"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",11 Years Experience Overall  (6 years as specialist),Dentist,"Chintal, Hyderabad",0,0,₹200
673,Dr. Dnyaneshwar Patil,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",100% ,(37 votes),₹300
674,Dr. Neha Singhal,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",15 Years Experience Overall  (13 years as specialist),Dentist,"Kingsway Camp, Delhi",99% ,(67 votes),₹200
675,Dr. Sahil Rohilla,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall  (6 years as specialist),Dentist,"Saket, Delhi",0,0,₹350
676,Dr. Shruti Malik,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall,Dentist,"Nirman Vihar, Delhi",95% ,(75 votes),₹400
677,Dr. Shrutika Jaju,"MDS - Conservative Dentistry & Endodontics, BDS",11 Years Experience Overall,Dentist,"Vileparle West, Mumbai",100% ,(60 votes),₹500
678,Dr. Rajat Mathur,BDS,22 Years Experience Overall,Dentist,"Jagriti Enclave, Delhi",98% ,(526 votes),₹500
